Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Абрамчук,Данна,Романівна,Жіноча,2002-06-11,Няня,хутір Красилів,"набережна Херсонський сквер, буд. 4 кв. 5, Білицьке, 63100",075 065 36 62,iaremchukmilena@example.net
Байдак,Леонтій,Кирилович,Чоловіча,1972-05-02,Дипломат,місто Острог,"парк Луїджі Іоріні, буд. 84 кв. 089, Олешки, 33933",+380 (43) 139-66-73,romanchukroksolana@example.net
Цісик,Олесь,Олексійович,Чоловіча,2005-10-29,Фотограф,село Антрацит,"площа Отрада, буд. 40 кв. 91, Сокологірськ, 70941",079 371 35 08,okseniiatykha@example.net
Лубенець,Альберт,Янович,Чоловіча,1960-12-11,Письменник,селище Обухів,"провулок Демократична, буд. 003, Тетіїв, 27600",+380 12 517 11 54,qbabenko@example.org
Овсієнко,Едуард,Тимофійович,Чоловіча,1998-04-19,Мінералог,село Самар,"набережна Гонсіоровського, буд. 81, Славутич, 80884",+380 (09) 888-20-59,parmenhodunok@example.org
Бабійчук,Дарина,Сергіївна,Жіноча,1965-03-08,Бухгалтер,село Фастів,"проспект Лінія 51-ша, буд. 7, Болград, 71417",+380 66 460-98-27,les40@example.org
Бгиденко,Панас,Кирилович,Чоловіча,1958-08-08,Адвокат,село Борзна,"шосе Дачний 2-й, буд. 0, Дубляни, 41676",+380 03 904-16-72,anzhela18@example.com
Твердохліб,Еріка,Кирилівна,Жіноча,1988-08-20,Клавішник,місто Корець,"узвіз 2-й Академічний тупик, буд. 7 кв. 865, Кам'янка-Дніпровська, 41313",+380 36 890-28-06,bohuslav39@example.com
Семенченко,Одарка,Олексіївна,Жіноча,1988-01-28,Піаніст,селище П'ятихатки,"провулок Траса Здоров'я, буд. 474, Краматорськ, 49117",+380 66 253-04-93,dutkasviatoslav@example.com
Гавриш,Веніямин,Андрійович,Чоловіча,2006-12-10,Мистецтвознавець,село Глобине,"набережна Пересипська 1-ша, буд. 055, Погребище, 51739",+380 14 777-92-31,jlazarenko@example.net
Корсун,Амалія,Іванівна,Жіноча,1989-04-08,Бухгалтер,хутір Володимир-Волинський,"парк Новощіпний ряд, буд. 88 кв. 7, Радехів, 79907",301 24 66,ylukash@example.com
Адамчук,Марʼяна,Тимурівна,Жіноча,1984-10-22,Ді-джей,село Дубровиця,"сквер Радіо, буд. 3, Бахчисарай, 70857",+380 55 016-22-40,cderiazhnyi@example.com
Данько,Пріска,Артемівна,Жіноча,1939-11-21,Музичний редактор,хутір Київ,"парк Флотська, буд. 720, Сімферополь, 02536",197-46-21,ichornovil@example.net
Єсипенко,Леон,Артемович,Чоловіча,1977-06-24,Професор,хутір Комарно,"сквер Восьмого Березня Лінія 1-ша, буд. 80 кв. 13, Рогатин, 14420",029 910 34 75,martynvasylechko@example.com
Якименко,Анастасія,Денисівна,Жіноча,1949-06-18,Дипломат,місто Білогірськ,"проспект Хвойний, буд. 1 кв. 94, Заводське, 06007",009 276-06-27,nadiia50@example.com
Рябець,Михайло,Андрійович,Чоловіча,1960-08-07,Музикознавець,село Івано-Франківськ,"проспект Студентський 2-й, буд. 99, Костянтинівка, 29338",054 719-16-96,tymofiimalyshko@example.com
Бевз,Юстина,Антонівна,Жіноча,1945-06-03,Математик,хутір Камінь-Каширський,"проспект Томатна, буд. 0, Рожище, 36421",087 291 19 68,bezborodkohordii@example.com
Москаль,Данило,Олександрович,Чоловіча,1953-04-06,Програміст,місто Броди,"площа Аркаса Миколи, буд. 4, Христинівка, 41322",+380 70 378 58 93,dannaivashchenko@example.com
Кабаненко,Володимира,Назарівна,Жіноча,1976-06-06,Астронавт,селище Токмак,"провулок Офіцерський 1-й, буд. 5, Борислав, 17076",978-25-24,ovysochan@example.net
Василевич,Богуслава,Романівна,Жіноча,1985-01-31,Епідеміолог,селище Путивль,"вулиця Вознесенський, буд. 890, Мена, 45540",+380 74 760-69-52,onysymchumak@example.org
Шелест,Златослава,Денисівна,Жіноча,1987-03-20,Інженер,село Вишгород,"вулиця 3-тя Лінія Марії Демченко, буд. 5, Любомль, 44818",+380 91 008 48 67,keibozhenko@example.org
Шведченко,Ада,Павлівна,Жіноча,1953-06-09,Няня,хутір Любомль,"вулиця Кипарисний 1-й, буд. 550, Копичинці, 06659",193-95-73,bezditkofrants@example.org
Чумак,Софія,Назарівна,Жіноча,1949-09-09,Географ,місто Мелітополь,"узвіз Кам’янецький, буд. 91, Біла Церква, 45546",078 540 01 75,artem39@example.net
Оробець,Захар,Артемович,Чоловіча,2001-04-18,Клавішник,село Брянка,"узвіз Тінистий, буд. 433 кв. 05, Хрустальний, 97770",+380 41 288-17-77,cartymyshyn@example.org
Гузенко,Маруся,Тимофіївна,Жіноча,1952-03-15,Соціолог,селище Новодністровськ,"вулиця Педагогічна, буд. 869, Мерефа, 02614",420 27 71,darahanievhen@example.com
Тесля,Михайло,Назарович,Чоловіча,1996-04-25,Дипломат,село Чигирин,"проспект Прокатна, буд. 35 кв. 86, П'ятихатки, 19087",745-91-92,oles54@example.org
Ємельяненко,Зорян,Тарасович,Чоловіча,1989-09-25,Кінолог,село Волноваха,"набережна Солонцюватий 1-й, буд. 877 кв. 237, Хотин, 30451",+380 (09) 521-45-02,xskyrda@example.org
Арсенич,Тетяна,Антонівна,Жіноча,1984-12-09,Сценарист,село Андрушівка,"парк Симфонічна, буд. 60, Городище, 82504",766 13 68,unazarenko@example.com
Христенко,Богуслава,Назарівна,Жіноча,1999-04-07,Співак,селище Новий Розділ,"проспект Георгія Липського, буд. 721 кв. 59, Обухів, 62585",055 309 65 26,myron31@example.com
Дрозденко,Ілля,Тимофійович,Чоловіча,1941-05-03,Психолог,селище Тисмениця,"сквер Сімферопольська, буд. 0 кв. 726, Перещепине, 11415",+380 80 046-85-96,vivasiuk@example.com
Власенко,Олександр,Тимофійович,Чоловіча,1970-06-23,Графік,селище Носівка,"сквер Амбулаторна, буд. 193, Угнів, 38260",393-26-71,hlibbairak@example.org
Бандура,Вікторія,Петрівна,Жіноча,1999-10-29,Гицель,хутір Гадяч,"площа Лінія 26-та, буд. 2 кв. 16, Чернігів, 38401",+380 87 276-47-40,shrechko@example.org
Рева,Давид,Олексійович,Чоловіча,1976-01-27,Підприємець,село Василівка,"парк 3-тя Лінія 6-й ст. Люстдорфської дороги, буд. 9 кв. 24, Болехів, 79881",+380 78 644-64-93,alinashtokalo@example.org
Черненко,Марія,Олександрівна,Жіноча,2008-09-29,Дизайнер,хутір Коростишів,"провулок 3-тя Лінія Марії Демченко, буд. 2, Бунге, 75102",084 766 31 14,qchumachenko@example.org
Тичина,Михайло,Денисович,Чоловіча,1994-04-22,Сантехнік,місто Добропілля,"сквер Одеса-Головна, буд. 29, Зимогір'я, 76264",+380 51 136-85-33,ruslandarahan@example.org
Чайка,Марта,Артемівна,Жіноча,1977-11-04,М'ясник,село Новоселиця,"вулиця Віри Інбер, буд. 44 кв. 70, Городище, 57749",086 847-55-44,ustymkarpenko@example.com
Гаврилюк,Світлана,Андріївна,Жіноча,1957-02-28,Режисер,місто Снятин,"узвіз Лиманчик 2-й Лінія 5-та, буд. 80 кв. 802, Вишгород, 94508",005 049 23 76,rzhadan@example.org
Дрозденко,Анастасія,Петрівна,Жіноча,1953-04-04,Флорист,селище Лиман,"парк Болградська, буд. 94, Чорнобиль, 36834",+380 49 207-35-23,anitahabelko@example.org
Зубко,Камілла,Кирилівна,Жіноча,1998-08-31,Правник,хутір Надвірна,"площа Майка Йогансена, буд. 22, Мена, 11124",547-17-15,iaroslavademianenko@example.org
Фартушняк,Оксана,Богданівна,Жіноча,1992-07-13,Соціолог,місто Баранівка,"вулиця Аркадійська, буд. 548 кв. 5, Кілія, 46478",001 80 04,pylypenkoarkadii@example.net
Тесля,Анжела,Тарасівна,Жіноча,2001-07-14,Клавішник,місто Сколе,"вулиця Анатолія Бачинського, буд. 765 кв. 66, Соледар, 13380",220 36 00,haidaidemian@example.net
